"","cases_with_vaccination","cases_without_vaccination","without_vaccination_qol_loss","with_vaccination_qol_loss","deaths_without_vaccination","survivors_without_vaccination","deaths_with_vaccination","survivors_with_vaccination","life_years_lost_death_with_vaccination","life_years_lost_death_without_vaccination","number_vaccinated","severity_counts_without_vaccination_low","severity_counts_without_vaccination_medium","severity_counts_without_vaccination_high","severity_counts_with_vaccination_low","severity_counts_with_vaccination_medium","severity_counts_with_vaccination_high","doses_number","total_QALY_loss_no_vaccination","cases_averted","cases_averted_per_dose","deaths_averted","deaths_averted_per_dose","qol_gained","qol_gained_per_dose","total_QALY_gained","total_QALY_gained_per_dose"
"85",62160,146260,1743.62786904025,179.064086677553,6658,139602,2269,59891,11391.5,33412,102382,69196,74239,2825,58634,2783,743,204764,35155.6278690402,84100,0.410716727549765,4389,0.0214344318337208,1564.56378236269,0.00764081470552779,23585.0637823627,0.115181691031444
"86",62279,146260,1742.5177818671,175.243622138287,6639,139621,2318,59961,11585,33181.5,102382,69102,74282,2876,58807,2800,672,204764,34924.0177818671,83981,0.410135570705788,4321,0.0211023422085914,1567.27415972881,0.00765405129675536,23163.7741597288,0.113124251136571
"87",62210,146260,1748.76885538397,177.079337002136,6508,139752,2313,59897,11702.5,32245,102382,68977,74377,2906,58699,2794,717,204764,33993.768855384,84050,0.410472544001875,4195,0.0204869996679104,1571.68951838183,0.00767561445557732,22114.1895183818,0.107998425105887
"88",62321,146260,1736.63933917885,175.756224673834,6719,139541,2276,60045,11429,33527.5,102382,69321,74078,2861,58887,2727,707,204764,35264.1393391789,83939,0.409930456525561,4443,0.0216981500654412,1560.88311450502,0.00762283953480602,23659.383114505,0.11554464219543
"89",62471,146260,1752.32993777764,178.82164307759,6490,139770,2342,60129,11670,32868,102382,68867,74442,2951,58896,2876,699,204764,34620.3299377776,83789,0.409197905881893,4148,0.0202574671328945,1573.50829470005,0.00768449676066129,22771.5082947,0.111208553723799
"90",62158,146260,1741.7878334644,176.42518884099,6641,139619,2258,59900,11227,32992.5,102382,69291,74099,2870,58643,2835,680,204764,34734.2878334644,84102,0.41072649489168,4383,0.0214051298079741,1565.36264462341,0.00764471608594973,23330.8626446234,0.113940256317631
"91",61889,146260,1745.80264510527,175.998718919197,6631,139629,2256,59633,11160,33232.5,102382,69007,74334,2919,58470,2724,695,204764,34978.3026451053,84371,0.412040202379325,4375,0.0213660604403118,1569.80392618607,0.00766640584373265,23642.3039261861,0.115461233059454
"92",62225,146260,1743.55788603324,177.310492806394,6594,139666,2262,59963,11096,32818,102382,69042,74300,2918,58746,2771,708,204764,34561.5578860332,84035,0.410399288937509,4332,0.021156062589127,1566.24739322685,0.00764903690700927,23288.2473932268,0.113732137452027
"93",62515,146260,1740.0807395619,177.298952873748,6506,139754,2332,60183,11771,33073,102382,69469,73929,2862,59060,2733,722,204764,34813.0807395619,83745,0.408983024359751,4174,0.0203844425777969,1562.78178668815,0.00763211202500513,22864.7817866882,0.111664070767753
"94",62164,146260,1747.0037553476,180.682057698096,6570,139690,2304,59860,11515,32918,102382,69192,74147,2921,58535,2883,746,204764,34665.0037553476,84096,0.410697192865934,4266,0.0208337403059132,1566.32169764951,0.00764939978536025,22969.3216976495,0.112174609294844
