"","cases_with_vaccination","cases_without_vaccination","without_vaccination_qol_loss","with_vaccination_qol_loss","deaths_without_vaccination","survivors_without_vaccination","deaths_with_vaccination","survivors_with_vaccination","life_years_lost_death_with_vaccination","life_years_lost_death_without_vaccination","number_vaccinated","severity_counts_without_vaccination_low","severity_counts_without_vaccination_medium","severity_counts_without_vaccination_high","severity_counts_with_vaccination_low","severity_counts_with_vaccination_medium","severity_counts_with_vaccination_high","doses_number","total_QALY_loss_no_vaccination","cases_averted","cases_averted_per_dose","deaths_averted","deaths_averted_per_dose","qol_gained","qol_gained_per_dose","total_QALY_gained","total_QALY_gained_per_dose"
"70",70300,146260,1748.09277391146,252.393191839506,6661,139599,2522,67778,12612,33116.5,102382,69004,74394,2862,63847,5456,997,102382,34864.5927739115,75960,0.741927291906781,4139,0.0404270281885488,1495.69958207196,0.0146090092210736,22000.199582072,0.214883471528901
"71",70727,146260,1740.07775552211,258.74782556109,6553,139707,2570,68157,13015,32471.5,102382,69416,73955,2889,64100,5557,1070,102382,34211.5777555221,75533,0.737756636908832,3983,0.0389033228497197,1481.32992996102,0.0144686559156983,20937.829929961,0.204506943896007
"72",70431,146260,1743.18225694978,254.282668364092,6633,139627,2466,67965,12313,33216.5,102382,69309,74069,2882,63926,5530,975,102382,34959.6822569498,75829,0.740647770115841,4167,0.0407005137621848,1488.89958858568,0.0145425913596695,22392.3995885857,0.21871422309181
"73",70790,146260,1733.98632944127,255.846671210761,6538,139722,2492,68298,12457,33382,102382,69563,73896,2801,64115,5687,988,102382,35115.9863294413,75470,0.737141294368151,4046,0.0395186653904007,1478.13965823051,0.0144374954409028,22403.1396582305,0.218819125024228
"74",70374,146260,1740.50391277435,255.3869035882,6612,139648,2438,67936,12265,33219,102382,69371,73983,2906,63906,5434,1034,102382,34959.5039127744,75886,0.741204508605028,4174,0.0407688851555938,1485.11700918615,0.0145056456133515,22439.1170091861,0.219170528112228
"75",70448,146260,1741.61098193263,256.602131565694,6611,139649,2486,67962,12334,33253.5,102382,69097,74343,2820,63841,5621,986,102382,34995.1109819326,75812,0.740481725303276,4125,0.0402902854017308,1485.00885036693,0.014504589189183,22404.5088503669,0.218832498391973
"76",70295,146260,1743.45211540334,250.86992435058,6584,139676,2500,67795,12733,32929,102382,68965,74473,2822,63927,5389,979,102382,34672.4521154033,75965,0.741976128616358,4084,0.0398898243831924,1492.58219105276,0.0145785605971045,21688.5821910528,0.211839797923978
"77",70116,146260,1737.98085480916,255.347170512872,6478,139782,2431,67685,12158.5,32445,102382,69177,74280,2803,63619,5467,1030,102382,34182.9808548092,76144,0.743724482819246,4047,0.0395284327323162,1482.63368429629,0.0144813901300648,21769.1336842963,0.212626571900298
"78",70503,146260,1747.42718772837,252.078663258519,6698,139562,2437,68066,12486.5,33534,102382,69001,74373,2886,64002,5516,985,102382,35281.4271877284,75757,0.73994452149792,4261,0.0416186439022484,1495.34852446986,0.0146055803214418,22542.8485244699,0.220183709289425
"79",70427,146260,1743.07930609212,255.418537321933,6694,139566,2436,67991,12191,33379,102382,69337,74037,2886,63900,5486,1041,102382,35122.0793060921,75833,0.740686839483503,4258,0.0415893418765017,1487.66076877019,0.0145304913829598,22675.6607687702,0.22148093189008
"80",70346,146260,1745.96568535484,252.672952403473,6497,139763,2496,67850,12655,31979.5,102382,69005,74307,2948,63890,5472,984,102382,33725.4656853548,75914,0.741477994178664,4001,0.0390791350042,1493.29273295137,0.0145855007027736,20817.7927329514,0.203334499550227
"81",70517,146260,1745.37307372858,255.720159412767,6618,139642,2481,68036,12433.5,33280,102382,69195,74187,2878,63949,5538,1030,102382,35025.3730737286,75743,0.739807778711102,4137,0.0404074935047176,1489.65291431581,0.0145499493496495,22336.1529143158,0.218164842592602
"82",70026,146260,1750.31757481188,252.945196619765,6679,139581,2479,67547,12278.5,33569.5,102382,68760,74575,2925,63545,5507,974,102382,35319.8175748119,76234,0.744603543591647,4200,0.0410228360453986,1497.37237819211,0.0146253479927342,22788.3723781921,0.222581824717158
"83",70449,146260,1740.23192867771,254.595470349156,6649,139611,2442,68007,12145,33354.5,102382,69270,74187,2803,63894,5578,977,102382,35094.7319286777,75811,0.74047195796136,4207,0.0410912074388076,1485.63645832856,0.0145107192507331,22695.1364583286,0.221671157609038
"84",70655,146260,1746.04088693339,258.785742239126,6650,139610,2554,68101,12549,33344,102382,69157,74196,2907,64084,5512,1059,102382,35090.0408869334,75605,0.738459885526753,4096,0.0400070324861792,1487.25514469426,0.014526529513921,22282.2551446943,0.217638404648222
"85",70237,146260,1729.74215636698,256.951337385423,6684,139576,2474,67763,12461,33040,102382,69807,73569,2884,63636,5566,1035,102382,34769.742156367,76023,0.742542634447462,4210,0.0411205094645543,1472.79081898156,0.0143852514991068,22051.7908189816,0.215387380779644
"86",70260,146260,1752.39165313336,257.141922773049,6590,139670,2387,67873,11833.5,32370,102382,69006,74301,2953,63650,5567,1043,102382,34122.3916531334,76000,0.742317985583403,4203,0.0410521380711453,1495.24973036031,0.0146046153655946,22031.7497303603,0.21519163261472
"87",70725,146260,1747.54408503231,256.942571831329,6754,139506,2511,68214,12374.5,33904,102382,68995,74387,2878,64199,5486,1040,102382,35651.5440850323,75535,0.737776171592663,4243,0.0414428317477682,1490.60151320098,0.0145592146393017,23020.101513201,0.22484520241059
"88",70364,146260,1752.91576742275,253.941591009365,6600,139660,2438,67926,12175,33192,102382,68908,74457,2895,63845,5519,1000,102382,34944.9157674227,75896,0.741302182024184,4162,0.0406516770526069,1498.97417641338,0.0146409933036411,22515.9741764134,0.219921218343199
"89",70177,146260,1743.52649217319,255.264383819513,6688,139572,2485,67692,12499.5,33765,102382,69176,74116,2968,63704,5444,1029,102382,35508.5264921732,76083,0.743128674962396,4203,0.0410521380711453,1488.26210835367,0.014536364872279,22753.7621083537,0.222243774377856
"90",70425,146260,1745.37180642884,256.851464699861,6629,139631,2444,67981,12550,32930.5,102382,69299,74050,2911,63836,5552,1037,102382,34675.8718064288,75835,0.740706374167334,4185,0.040876325916665,1488.52034172898,0.0145388871259497,21869.020341729,0.213602199036246
"91",70624,146260,1742.27259318546,257.202596079205,6573,139687,2485,68139,12375.5,32693.5,102382,69162,74142,2956,64036,5525,1063,102382,34435.7725931855,75636,0.738762673126136,4088,0.0399288937508546,1485.06999710626,0.014505186430293,21803.0699971063,0.212958039470867
